title,year,name,type,character,n
Sunduk predkov,2005,Asan Amanov,actor,Yusup,5
Svet-Ake,2010,Asan Amanov,actor,Esen - old mayor,4
Ozornye bratya,1974,Bazar Amanov,actor,Kelek-bay,
Bekikang: Ang nanay kong beki,2013,Dey-Dey Amansec,actor,Young Bekikang,22
Four Hours,2011,Darlito Amante Jr.,actor,Gus Friend #1,
Stadio,1934,Enrico Amante,actor,Ugo,4
House of White Spiders,2010,Irene Amante,actor,Spirit of the Dead,19
Angels,2001,Jose Amante,actor,Mass Wedding Couple,36
Talk Back and You're Dead,2014,Rafael Amante,actor,Pendleton Student,55
Trophy Wife,2014,Rafael Amante,actor,Bar,85
House of White Spiders,2010,Thomas Amante,actor,Spirit of the Dead,18
Slow Fade,2010,Vicente Amante,actor,Town Mayor,39
Nada x perder,2001,Gabriel Amantea,actor,Empleado Rent-a-Car,33
Broken Hill,2009,Jade Amantea,actor,Robert,80
Little Black Dress,2009,Jade Amantea,actor,Sean,12
Janbaz,1987,Amanullah (II),actor,Comedian,
Kuntilanak 2,2007,Sutan Amanullah,actor,Grandpa,
Un argentino en New York,1998,Yeshi Amao,actor,Riuyi,30
8:46,2011,Yoshi Amao,actor,Ken Yoshida,11
A Man Full of Days,2014,Yoshi Amao,actor,Good Samaritan,
Des Apaches,2015,Nassim Amaouche,actor,Samir,1
1942: A Love Story,1994,Amar,actor,Revolutionary,23
Afsana,1966,Amar,actor,Omar,8
Dilli Ka Thug,1958,Amar,actor,Jaggu,3
Hey Ram,2000,Amar,actor,Attacker #3,64
The Dark Hunter,2003,Amar (IV),actor,Police Officer,22
Dial 100,2001,Amar (VIII),actor,Inspector Suraj Malhotra,
Chakk De Phatte,2008,Amar (X),actor,Gardener,12
Dhire Dhire Prema Hela,2009,Amar (XIV),actor,Prem;s friend,
Coto de caza,1983,Sahli Mimoun Amar El,actor,El Chato,6
La trahison,2005,Abdelkrim Amar,actor,Homme 3,
Footsteps Into Gangland,2011,Ajit Amar,actor,Background Cop 1,33
The Ambassador,1984,Albert Amar,actor,Arab Student,47
The Delta Force,1986,Albert Amar,actor,Controller in Algeria,56
Langer licht,2006,Chemseddine Amar,actor,Broer Soufian,15
Spangas op survival,2009,Chemseddine Amar,actor,Nassim Gharbi,
Wolf,2013,Chemseddine Amar,actor,Adil,
Wanted: Border,2009,Edgrado Amar,actor,Lalaking Aktibista,9
Footsteps Into Gangland,2011,Gurbinder Amar,actor,Emergency Room Father,39
The Plotter,2013,Harish Amar,actor,Police Detective,
Footsteps Into Gangland,2011,Harvinder Amar,actor,Mannu's Mother,38
Concerto,2008,Johnny Amar,actor,Japanese Soldier,23
Bab El Oued City,1994,Mabrouk Amar,actor,"Alilou, the taxi driver",26
Little Buddha,1993,Mahana Amar,actor,Ascetic,37
Jungle Hero,2002,Master (II) Amar,actor,young Raja,10
Descension,2007,Matt Amar,actor,Roberto,
Hollywoodland,2006,Matt Amar,actor,Man at Police Station,
Ben Zaken,2014,Mekikas Ronen Amar,actor,Leon,
Comme les cinq doigts de la main,2010,Mimoun Amar,actor,Rabbin,50
Shades of a Killer,2010,Mohammad Amar,actor,Kaine,3
Ashab wala business,2001,Moustafa Amar,actor,Karim Nour,
Doctor Omar's Gang,2007,Moustafa Amar,actor,Dr. Omar,1
El hob el awel,2001,Moustafa Amar,actor,Khaled,
Harim Karim,2005,Moustafa Amar,actor,Karim,
Hobak nar,2004,Moustafa Amar,actor,Karim,
Hobak nar,2004,Moustafa Amar,actor,Romeo,
Contre l'oubli,1991,Paul Amar,actor,"Himself (segment ""Pour Wang Xizhe, Chine"")",
Un crime,1993,Paul Amar,actor,Le journaliste TV,16
Ben Zaken,2014,Ronen (II) Amar,actor,Leon,
"Toi, moi, les autres",2010,Samuel Amar,actor,Le commandant de bord,39
Future to Bright Hai Ji,2012,Sanjay Amar,actor,Amar,
Evening's Civil Twilight in Empires of Tin,2008,Thierry (II) Amar,actor,Himself - Musician,
Dark Show,2016,Thierry (V) Amar,actor,Aerobatic Pilot,
Nacionalna klasa,1979,Zoran Amar,actor,Simkeov decko,22
Specijalno vaspitanje,1977,Zoran Amar,actor,Sticenik doma,30
600 euros,2016,Fo?d Amara,actor,Le propri?taire,7
Bird People,2014,Fo?d Amara,actor,Homme a?roport,60
Blockbuster,2017,Fo?d Amara,actor,Sam,
Le convoi,2016,Fo?d Amara,actor,Majid,8
Bab El Oued City,1994,Mabrouk Ait Amara,actor,Mabrouk,4
Yom Yom,1998,Shukri Amara,actor,Notary,15
Sur le rythme,2011,Danny Amaral de Matos,actor,Patrice Beaulieu,10
Almost Human,2013,Anthony Amaral III,actor,Clyde Dutton,5
The D.J.,2017,Anthony Amaral III,actor,Rob Daniel,
Swamper,2005,Aaron Amaral,actor,Loud Man,
O Poeta,2012,Adrian Carvalho Doas Amaral,actor,Artist,
O Poeta,2012,Adrian Carvalho Doas Amaral,actor,friend,
Besos de gato,2003,Alex Amaral,actor,Portero 2,17
Cambio de sentido,2010,Alex Amaral,actor,Heraclio Licario,5
Cyrano de Bergerac,2012,Alex Amaral,actor,An actor,
El misterio de Vera Drudi,2013,Alex Amaral,actor,Blayde,10
La torre de Suso,2007,Alex Amaral,actor,Miguel,9
The Cold Light of Day,2012,Alex Amaral,actor,Cesar,17
Atomik Circus - Le retour de James Bataille,2004,Alfredo Amaral,actor,Le Mexicain dans son camion,20
Alma do Brasil,1931,Amadeu Amaral,actor,Cabo Amaral,
Crosstown,2013,Angel Amaral,actor,Angel,2
Medeas,2013,Angel Amaral,actor,Adam,9
Short Term 12,2013,Angel Amaral,actor,Trevor,23
Without Men,2011,Angel Amaral,actor,John,13
Camp-Off,2014,Annabel Amaral,actor,ENOL Camper 2,
Laranja-da-China,1940,Arnaldo Amaral,actor,Arnaldo,6
Heart and Souls,1993,Bob Amaral,actor,Duane Dortmueller,37
L.A. Twister,2004,Bob Amaral,actor,Warren Allcock,18
Bela Noite Para Voar,2009,Cac? Amaral,actor,Geraldo,
Coisa de Mulher,2005,Cac? Amaral,actor,D?cio,
Olho de Boi,2007,Cac? Amaral,actor,Justo,4
Os Desafinados,2008,Cac? Amaral,actor,Almirante,
Uma Vida em Segredo,2001,Cac? Amaral,actor,Conrado,
Vidas Partidas,2016,Cac? Amaral,actor,Advogado de Acusa??o,
Scoopers,1987,Carlos Alberto Amaral,actor,Gillis e Locutor,
Devious Beings,2002,Carson John Frederick Amaral,actor,Young Casey,20
Como Ser Solteiro,1998,Dado Amaral,actor,Jornalista,44
Ready? Sex? Wait!,2015,Daniel (II) Amaral,actor,Eduardo,
"Sex, Marriage and Infidelity",2014,Daniel (II) Amaral,actor,Boardmember,
A Bela e o Paparazzo,2010,Diogo Amaral,actor,Jer?nimo,
O Anjo da Noite,1974,Fernando Amaral,actor,Rodrigo,7
O Desejo,1975,Fernando Amaral,actor,Marcelo,
La demora,2012,Fernando (II) Amaral,actor,Funcionarro albergue 2,11
Las toninas van al Este,2016,Fernando (II) Amaral,actor,Vendedor Casa decoraci?n,
Por un tiempo,2013,Fernando (II) Amaral,actor,Amigo uruguayo,11
Al Fachada,2013,Frederico Amaral,actor,Alfredo,3
Uma Aventura na Casa Assombrada,2009,Frederico Amaral,actor,Hern?n Cort?z,
Tequila Express,2002,Gil Amaral,actor,Truck Driver,
Kiss Me,2004,Joaquim (II) Amaral,actor,Mr. Manuel,24
The Other Side of Madness,1971,John Amaral,actor,The Fourth Witness,13
Partido,2015,Julia Amaral,actor,Vivi,9
Ismael,2013,Larsson do Amaral,actor,Ismael,6
Beyond the Grave,2010,Luiz H. Vianna Amaral,actor,Retornado II - Male Returner II,27
Slaughterhouse 2: Prelude,2013,Maicon Amaral,actor,Maicon,
Batismo de Sangue,2006,Marco Amaral,actor,Capit?o Torturador,12
Perrier's Bounty,2009,Marco Amaral,actor,Dog Handler,
Perrier's Bounty,2009,Marco Amaral,actor,Gang Member,
Cost of the Living: A Zom Rom Com,2011,Michael D. Amaral,actor,Free Range Zombie,
Victoria Day,2009,Mitchell Amaral,actor,Jordan Chapman,9
Cidade de Deus,2002,Nelson Amaral,actor,Bando Z? Pequeno - Li'l Z?'s Gang,67
Holiday for Lovers,1959,Nestor Amaral,actor,Himself - Orchestra Leader,13
Pan-Americana,1945,Nestor Amaral,actor,Samba Band Leader,18
The Man Behind the Gun,1953,Nestor Amaral,actor,Musician,
Rusty,2002,Peter Amaral,actor,Sheriff,2
Whiskey Tango Foxtrot,2016,Peter Amaral,actor,Sunflower Caf? Band,71
Peixe-Lua,2000,Rodrigo Amaral,actor,Fernando,
Pantanal de Sangue,1971,Salvador Amaral,actor,Salu,9
2013 Menos 1,2012,Thiago Amaral,actor,Kevin,6
FilmeFobia,2008,Thiago Amaral,actor,Rat Phobic,
Uma Noite em Sampa,2016,Thiago Amaral,actor,Adriano,
Confronto Final,2005,?lvio Amaral,actor,Alvarenga - Police Chief,
Daylight,2013,Tia Amaral-Elkins,actor,Church Child,54
"When, Where, How?",2014,Messiah Amaram,actor,Mungo,
Amara,2014,Amaran,actor,Amara,
My Valentine,2010,Suwikrom Amaranon,actor,Glawng,
Beantown,2007,Ethan Amarant,actor,Dion 'Pints' Moran,15
Abel Villarama: Armado,1999,Dennis Amarante,actor,Policeman,
Madragoa,1952,Estev?o Amarante,actor,Master Ant?nio - the Manufacturer,7
Maria Papoila,1937,Estev?o Amarante,actor,Soldado Nost?lgico,13
Adam Green's Aladdin,2016,Rodrigo Amarante,actor,Mariachi Singer,
I fanela me to '9',1988,Giorgos Amarantidis,actor,Musician,
Crazy Richard,2002,Billy Amarantos,actor,Ambulance Officer,
Dobar vetar 'Plava ptico',1967,Boris Amarantov,actor,Lorimur,4
Na zavtrashney ulitse,1965,Boris Amarantov,actor,Mime,11
Anniyan,2005,Amarasigamani,actor,Police,15
Athu Oru Kanaa Kaalam,2005,Amarasigamani,actor,Inspector,
Azhagesan,2004,Amarasigamani,actor,Vaithiyar,
Baba,2002,Amarasigamani,actor,Auto Driver,23
Bharathi,2000,Amarasigamani,actor,Ettayapuram King,
Evano Oruvan,2007,Amarasigamani,actor,Politician,6
Kuselan,2008,Amarasigamani,actor,Local Shopkeeper,18
Naan Adimai Illai,1986,Amarasigamani,actor,Man welcoming heroin's father,
Nerukku Ner,1997,Amarasigamani,actor,Suriya's Sidekick,14
Ramana,2002,Amarasigamani,actor,Thashildar,12
Sathurangam,2011,Amarasigamani,actor,Politician,
Sivaji,2007,Amarasigamani,actor,Amarasigamani,
Midnight's Children,2012,Sadew Anuhan Amarasingha,actor,Newborn Shiva,27
Midnight's Children,2012,Shanaka Amarasinghe,actor,Surgeon,99
The Distance Between Us,2014,Anil Kumar Amaravadi,actor,Temple Priest 1,20
Genghis: The Legend of the Ten,2012,B. Amarcanihan,actor,Shijirsanaa,
Uncle Tom's Cabin,1927,Tom Amardares,actor,Quimbo,
Denial (II),2016,Ahmed Amare,actor,American Student,
Le provincial,1990,Eloi Amare,actor,Peyo,21
The Philadelphia Bicycle Vignette Story,2016,Ephream Amare,actor,Antwon,
All Screwed Up,2009,Rafael Amare,actor,Latrelle,7
Lamb (II),2015,Rediat Amare,actor,Ephra?m,1
13 Months of Sunshine,2007,Sammy Amare,actor,Solomon,1
American Idiots,2013,Jason Amareld,actor,Best Man,
The Republic of Two,2013,Jason Amareld,actor,Guy Client #2,
Apparitions,2005,Lu?s Amarelo,actor,Salerno,
Maria E as Outras,2004,Lu?s Amarelo,actor,Colleague 2,26
Billa,2007,Premgi Amaren,actor,John,9
Biriyani,2013,Premgi Amaren,actor,Parasuram,3
Chennai 600028,2007,Premgi Amaren,actor,Cheenu,4
Goa,2010,Premgi Amaren,actor,Saamikannu,2
Mankatha,2011,Premgi Amaren,actor,Prem,4
Masss,2015,Premgi Amaren,actor,Jettu,7
North 24 Kaatham,2013,Premgi Amaren,actor,Vyomkesh,
Onbadhule Guru,2013,Premgi Amaren,actor,Charles,3
Podaa Podi,2012,Premgi Amaren,actor,Special Appearance,13
Salim,2014,Premgi Amaren,actor,Special Appearance,21
Santhosh Subramaniyam,2008,Premgi Amaren,actor,Shekar,7
Saroja,2008,Premgi Amaren,actor,Ganeshkumar,4
Settai,2013,Premgi Amaren,actor,Cheenu,5
Silambattam,2008,Premgi Amaren,actor,Cameo Appearance,13
Vadacurry,2014,Premgi Amaren,actor,Special Appearance,29
Vallavan,2006,Premgi Amaren,actor,Swapna's Friend,7
Vennila Veedu,2014,Premgi Amaren,actor,Special Appearance,8
Chamku,2008,Amarendar,actor,Assassin,72
Bale Pandiya,2009,Amarendran,actor,AKP,5
Jil Jung Juk,2016,Amarendran,actor,Deivanayagam,6
Vidiyum Munn,2013,Amarendran,actor,Singaram,6
Flaming Star,1960,Henry Amargo,actor,Brave,
Never So Few,1959,Henry Amargo,actor,Scout,
Pork Chop Hill,1959,Henry Amargo,actor,U.S. Soldier with Bazooka,
The Magnificent Seven,1960,Henry Amargo,actor,Villager,
The Naked and the Dead,1958,Henry Amargo,actor,Sgt. Julio Martinez,
The Outsider,1961,Henry Amargo,actor,Jerry,
The Wild and the Innocent,1959,Henry Amargo,actor,Drunk Indian,
5 (Cinque),2011,Rafael Amargo,actor,Rugge,14
Tirante el Blanco,2006,Rafael Amargo,actor,Gran Turco,8
Zigortzaileak,2010,Rafael Amargo,actor,Padre,
Los inocentes,2013,Joan Amarg?s,actor,Freddy,1
La leyenda del tiempo,2006,Joan Albert Amarg?s,actor,Himself,
Letters to God,2010,C.J. Amari,actor,Alex Wheaton,17
Eden Court,2010,Carl Amari,actor,Rail Cats Player,33
Madison,2001,Carl Amari,actor,Jake Merrill,20
Temporary Girl,1998,Carl Amari,actor,Smarmy Producer,20
Fatima,2015,Chawki Amari,actor,Le p?re,4
Diamonds to Dust,2014,Frank J. (II) Amari,actor,Audience at Gus Stevens,63
Manalive,2012,Jay Amari,actor,Hawkins,13
Geek Undead,2014,Rashid Amari,actor,Lead Zombie,
Critical Condition,1987,Ron Amari,actor,Fat Patient,58
"Aide-toi, le ciel t'aidera",2008,Sofiane Amari,actor,Beur 2,25
Eden Court,2010,Vince (II) Amari,actor,Butch,26
El camino de los ingleses,2006,Alberto Amarilla,actor,Miguelito,1
Embarazados,2016,Alberto Amarilla,actor,Guillermo,3
Fuga de cerebros,2009,Alberto Amarilla,actor,Chuli,2
Fuga de cerebros 2,2011,Alberto Amarilla,actor,Chuli,2
Imago mortis,2009,Alberto Amarilla,actor,Bruno,1
Mar adentro,2004,Alberto Amarilla,actor,Hermano Andr?s,12
Prime Time,2008,Alberto Amarilla,actor,Jaime,2
Princesas,2005,Alberto Amarilla,actor,Adolescente en el hospital,31
7 cajas,2012,Denis Amarilla,actor,Beb? de Nelson,32
'Doc',1971,Florencio Amarilla,actor,Man,
Boulevard du Rhum,1971,Florencio Amarilla,actor,Man,
Catlow,1971,Florencio Amarilla,actor,Tarahumara,29
Conan the Barbarian,1982,Florencio Amarilla,actor,Man,
El Condor,1970,Florencio Amarilla,actor,Aguila,9
Hannie Caulder,1971,Florencio Amarilla,actor,American Indian,
Patton,1970,Florencio Amarilla,actor,Soldier,
Soleil rouge,1971,Florencio Amarilla,actor,Men,
The Horsemen,1971,Florencio Amarilla,actor,Arabian Man,
"Valdez, il mezzosangue",1973,Florencio Amarilla,actor,Little Bear,
Yellow Hair and the Pecos Kid,1984,Florencio Amarilla,actor,Stage Coach Apache,20
7 cajas,2012,Jorge (III) Amarilla,actor,Extra,357
7 cajas,2012,Julio Amarilla,actor,Extra,176
Pretty Cool,2006,Lawrence Amarillas,actor,Danny,21
Pitong dalagita,2006,Jun Anthony Amarillo,actor,Cris' Kuya,16
Adam & Steve,2005,Augie Amarino,actor,Drunk Patron,17
Blink of an Eye,1999,August Amarino,actor,Mauricio,29
I'm Losing You,1998,August Amarino,actor,Jean-Christophe,19
Scumbag,2016,Izaiah Amarise,actor,Lion Boy,
People,2016,Renso Amariz,actor,Renso,
The Local 504,2016,Renso Amariz,actor,Cortez,9
Gandhi,1982,Amarjeet,actor,Goonda,143
Iqraar: By Chance,2006,Amarjeet (II),actor,Raj,
Iqraar: By Chance,2006,Amarjeet (II),actor,CBI Officer R.B. Mathur,
Runway: Love Among Gun Shots...,2009,Amarjeet (II),actor,Allan,1
Runway: Love Among Gun Shots...,2009,Amarjeet (II),actor,Ranjan Verma,1
Dollar Patel,2007,Amarjit,actor,Dollar Patel,
Le fils,2002,Abdellah Amarjouf,actor,Apprenti Soudeur 4,13
Life Is Beautiful,2014,Manoj Amarnani,actor,Raj,
My Name Is Khan,2010,Manoj Amarnani,actor,Mosque Man 2,76
Tere Ishq Mein,2009,Manoj Amarnani,actor,Rajiv,
Amarasandesam,1954,Amarnath,actor,Vidyanathudu,1
Anpadh,1962,Amarnath,actor,Kishore,9
Pitchi Pullaiah,1953,Amarnath,actor,Chinababu,4
Post Box 999,1958,Amarnath,actor,Banarsilal,5
Ram Bhakta Hanuman,1948,Amarnath,actor,Shri Angadhji,
Santanam,1955,Amarnath,actor,Madhu,5
Veer Ghatotkach,1949,Amarnath,actor,Nakul,
Dishoom,2016,Mohinder Amarnath,actor,Indian coach,
As Vidas de Maria,2005,Andr? Amaro,actor,Wagner Oswaldo,16
Celeste & Estrela,2005,Andr? Amaro,actor,Funcion?rio MinC,
Diablillos de arrabal,1940,Arturo Amaro,actor,Cuadrado,7
El mate de Morphy,2017,C?sar Ortiz Amaro,actor,Reinhard Heydrich,
Orlando Vargas,2005,Eduardo Amaro,actor,Montaldo,7
Nuit de chien,2008,Hugo Mestre Amaro,actor,Client 2,36
Banlieue 13: Ultimatum,2009,Johnny Amaro,actor,Policier centre de contr?le,11
Casting sauvage,2013,Johnny Amaro,actor,R?mi,
Q,2011,Johnny Amaro,actor,Chance,4
Aldeia da Roupa Branca,1939,Jos? Amaro,actor,Chico,3
Bola ao Centro,1947,Jos? Amaro,actor,Z? Ant?nio,1
Jodidos polleros,2007,Jos? Lino Amaro,actor,Representante,
Kill or Be Killed,1950,Jo?o Amaro,actor,Jose,8
O Louco,1945,Jo?o Amaro,actor,Mad man,2
Animal,2005,Jo?o (II) Amaro,actor,Guard Fortress,21
The Magnificent Dead,2010,Larry Amaro,actor,Town extra,
Pete's All-Stars,2015,Michael Amaro,actor,Extra,
Todos hemos pecado,2008,Rafael Amaro,actor,Don Jose el tendero,
Jeffrey,1995,Richard Amaro,actor,Cater-Waiter Dancer,59
Chiedo asilo,1979,Roberto Amaro,actor,Robertino,
Invited,2010,Victor Amaro,actor,Fernando Father,
Cowboys Come Riding,2008,V?ctor Amaro,actor,Pana,
Gone (III),2013,Jonathan Amaro-Barron,actor,Calvin,1
Compartment,2005,Andre Amarotico,actor,Andrey Hepper,24
Amit Sahni Ki List,2014,Hitesh Amarseda,actor,Jay,19
Beeba Boys,2015,Samir Amarshi,actor,Peter Johar,12
Deadly Rivals,1993,Ed Amartrudo,actor,Shooter,12
Ban khang winyan,2014,Akara Amarttayakul,actor,Inn,
Bitter/Sweet,2009,Akara Amarttayakul,actor,Komaen,7
Chaiya,2007,Akara Amarttayakul,actor,Piak,
Jom kha mung wej,2005,Akara Amarttayakul,actor,Santi,
Khoht-rak-eng-loei,2006,Akara Amarttayakul,actor,Rapsa,3
Mae bia,2001,Akara Amarttayakul,actor,Chanachol,2
Saving Private Tootsie,2002,Akara Amarttayakul,actor,Capt. Sompong,2
Tai hong,2010,Akara Amarttayakul,actor,"Arm (segment ""Flame"")",2
The King Maker,2005,Akara Amarttayakul,actor,Pan Bud Sri Thep,
The Niggaz of LaRouge,2005,Amaru (III),actor,Elroy,
L'affaire,1994,Fran?ois Amaru,actor,Un joueur,32
Passage to Mars,2016,Joe Amarualik,actor,Himself,8
Serbuan maut,2011,A. Amarudin,actor,Tama's Victim #2,108
Rapt in Eire,2009,Gbubemi Amas,actor,Sam,
Kokoro ga sakebitagatterunda.,2015,K?hei Amasaki,actor,Shibuya,24
Pisay,2007,Joel Amasan,actor,Student,74
"Gza mshvidobisa, Jako!",1973,Vaso Amashukeli,actor,Uncle Vano,5
La antena,2007,Christian Amat,actor,Silhouette Man 2,13
Smoke Screen,2017,Felix Amat,actor,Bar Patron,
Celos,1999,Jordi Amat,actor,Camionero 1,19
La caja 507,2002,Jordi Amat,actor,Guardia Seguridad de Bancosol,7
Toro,2016,Jordi Amat,actor,Sicario Romano,16
Madregilda,1993,Manuel Amat,actor,Tullido,11
El secreto de los 24 escalones,2012,Sergi Amat,actor,Toni,7
Black Gold,2011,Fred Amata,actor,Gideon White,12
Black November,2012,Fred Amata,actor,Gideon white,
Fated,2005,Fred Amata,actor,Jude (Nigerian Version),5
Letters to a Stranger,2007,Fred Amata,actor,Fredrick Okoh,
The Amazing Grace,2006,Fred Amata,actor,Etim,4
The Empire,2006,Fred Amata,actor,Tony Odogwu,
Genitori & figli:) - Agitare bene prima dell'uso,2010,Matteo Amata,actor,Ettore Amadesi,12
Black Gold,2011,Zack Amata,actor,Chief kuku,
Black November,2012,Zack Amata,actor,Chief Kuku,
The Amazing Grace,2006,Zack Amata,actor,Village Priest,7
Treacherous,1993,Jos? Amate P?rez,actor,Police Chief,15
Cambio de sentido,2010,Jes?s Amate,actor,Cristobal,3
Cambio de Sentido (II),2014,Jes?s Amate,actor,Cristobal,
Cartouches gauloises,2007,Julien Amate,actor,David,4
Pretextos,2008,?scar Amate,actor,Chico 2,
The Garbage Pail Kids Movie,1987,J.P. Amateau,actor,Wally,6
Fratelli unici,2014,Maurizio Amati,actor,Produttore,
Alexa,1989,Mark Amatin,actor,Maitre d' Du Champ,15
Spanish Movie,2009,Jaume Amatller,actor,Balat?n,14
Land and Freedom,1995,Xavier Amatller,actor,Man on the train,31
Ni un pam de net,1993,Xavier Amatller,actor,Bruno,6
Roxsy & Me,2014,Croce Amato Jr.,actor,Roxsy Fan,
Shamus,1973,John Amato Jr.,actor,Willie,16
Shamus,1973,Tony Amato Sr.,actor,Thug #3,29
Un marito per Anna Zaccheo,1953,Alberto Amato,actor,Il cantante,
Manhood,2003,Alex Amato,actor,Angel Twin #1,26
Bolgia totale,2014,Andrea (III) Amato,actor,Tossico,28
Zeta,2016,Andrea (IV) Amato,actor,Sandrino,
Manhood,2003,Anthony Amato,actor,Angel Twin #2,27
Gomorra,2008,Antonio (II) Amato,actor,Tot?'s friend,26
Gender Bender,2016,Brian Amato,actor,Stephania,
Counter Clockwise,2016,Bruno Amato,actor,Hank,
Entourage,2000,Bruno Amato,actor,Club Doorman,
Evan Almighty,2007,Bruno Amato,actor,Wrecking Ball Operator,
Helicopter Mom,2014,Bruno Amato,actor,Jaxx,
Horrible Bosses 2,2014,Bruno Amato,actor,Police Officer (Sex Addict),22
Internet Famous,2016,Bruno Amato,actor,John,
Just a Kiss,2002,Bruno Amato,actor,Joe,15
Live by Night,2016,Bruno Amato,actor,Jeff,
Mono,2016,Bruno Amato,actor,Coach Pendergrast,25
Murder on the 13th Floor,2012,Bruno Amato,actor,Marco,5
Pizza with Bullets,2015,Bruno Amato,actor,Bruno,6
The Internship,2013,Bruno Amato,actor,Sal,16
Yesterday's Tomorrow,2007,Carl Amato,actor,Franky,
The Driller Killer,1979,Chris Amato,actor,Kid on Street,20
Steve Jobs,2015,Chris (III) Amato,actor,Steve Capps,
Il segreto di Rahil,2007,Claudio Amato,actor,Gangster,15
Romanzo criminale,2005,Claudio Amato,actor,Bernardino Scafa,18
Santina,2009,Claudio Amato,actor,Hairdresser,10
Brother's Keeper,2013,Danny Amato,actor,Student #2,
The Nightcrawlers: A Story About a Family,2012,Dominic Amato,actor,Shawn,
Burial Boys,2010,Emily Amato,actor,Sheryle,
Taking Lives,2004,Fabiano Amato,actor,Waiter,25
A Bigger Splash,2015,Fausto Amato,actor,Notary,32
Storie sulla sabbia,1963,Gabotti Cifero Amato,actor,"Pietro, the fisherman",
A Napoli non piove mai,2015,Gaetano Amato,actor,Armando,
Basilicata Coast to Coast,2010,Gaetano Amato,actor,Onorevole Limongi,
Giovanni Falcone,1993,Gaetano Amato,actor,Luciano Liggio,19
I banchieri di Dio,2002,Gaetano Amato,actor,Boss Romano,6
Il viaggio,2016,Gaetano Amato,actor,Alfredo,
Liberarsi - Figli di una rivoluzione minore,2008,Gaetano Amato,actor,Fabio,4
Natale col boss,2015,Gaetano Amato,actor,Boss Salvatore Fontebasso before surgery,11
"Pacco, doppio pacco e contropaccotto",1993,Gaetano Amato,actor,Un falso poliziotto,
Padiglione 22,2006,Gaetano Amato,actor,Padre,
Santo Stefano,1997,Gaetano Amato,actor,Nerone,
Segui le ombre,2004,Gaetano Amato,actor,Giuseppe de Rosa,
To Rome with Love,2012,Gaetano Amato,actor,Restaurant Couple,60
Un mondo d'amore,2002,Gaetano Amato,actor,Maresciallo,2
Unholy Communion,2018,Gaetano Amato,actor,Bob Giordano,
Verso nord,2004,Gaetano Amato,actor,Trucker,12
Backward,2010,Gerardo Amato,actor,Luigi Brioschi,5
